2,1,1
0,0,0,0,1,0
0,0,0.0001779958243,0.001779958243,1,0
0,0,-0.01227584764,-0.1245384346,0,0
0,0,0.04784785607,0.6012370371,1,0
0,0,0.1144246611,0.6657680503,1,0
0,0,0.189168645,0.7474398393,0,0
0,0,0.3846872411,1.955185961,1,0
0,0,0.6517917647,2.671045236,2,0
0,0,0.9464895331,2.946977684,2,0
0,0,1.307339622,3.608500894,1,-1
1,1,1.804548733,4.972091109
0,0,0,0,2,0
0,0,-0.08906094666,-0.8906094666,1,0
0,0,-0.1794305453,-0.9036959861,0,0
0,0,-0.2080429556,-0.2861241031,0,0
0,0,-0.1781315706,0.2991138502,0,0
0,0,-0.09718142127,0.8095014929,0,0
0,0,0.06592431963,1.631057409,0,0
0,0,0.3196222926,2.536979729,0,0
0,0,0.6904751283,3.708528357,0,0
0,0,1.205079378,5.146042494,1,-1
1,1,1.851459552,6.463801739
0,0,0,0,0,0
0,0,0.08105753632,0.8105753632,2,0
0,0,0.0902457548,0.09188218484,1,0
0,0,0.09848147204,0.08235717238,2,0
0,0,0.0203958612,-0.7808561084,1,0
0,0,-0.06080273508,-0.8119859627,2,0
0,0,-0.2383125411,-1.775098061,1,0
0,0,-0.4391513567,-2.008388156,0,0
0,0,-0.6384138682,-1.992625115,1,0
0,0,-0.9381868076,-2.997729394,2,0
0,0,-1.411146097,-4.729592896,0,-1
1,1,-2.010860455,-5.997143579
0,0,0,0,1,0
0,0,-0.01178874632,-0.1178874632,0,0
0,0,0.06712134716,0.7891009348,2,0
0,0,0.07361051512,0.06489167962,0,0
0,0,0.1731616925,0.9955117741,1,0
0,0,0.3148725537,1.417108612,2,0
0,0,0.4302188587,1.153463049,2,0
0,0,0.537690758,1.074718994,0,0
0,0,0.8143662044,2.766754464,2,0
0,0,1.153147075,3.387808704,1,-1
1,1,1.622952685,4.698056104
0,0,0,0,2,0
0,0,-0.0886665383,-0.886665383,2,0
0,0,-0.2900552564,-2.013887181,1,0
0,0,-0.5502407865,-2.601855301,1,0
0,0,-0.8997482967,-3.495075102,0,0
0,0,-1.317398613,-4.176503167,2,-1
1,1,-1.887797835,-5.703992212
0,0,0,0,0,0
0,0,0.09399156861,0.9399156861,2,0
0,0,0.1034915194,0.0949995081,1,0
0,0,0.137717506,0.3422598661,0,0
0,0,0.2858121317,1.480946256,2,0
0,0,0.3929835276,1.071713959,1,0
0,0,0.5661803926,1.73196865,2,0
0,0,0.7629017295,1.967213369,0,0
0,0,1.136429505,3.735277752,0,-1
1,1,1.665770256,5.29340751
0,0,0,0,1,0
0,0,0.002317953005,0.02317953005,1,0
0,0,0.01620551342,0.1388756041,1,0
0,0,0.01872044914,0.02514935728,1,0
0,0,0.03581333408,0.1709288493,2,0
0,0,-0.01676188745,-0.5257522153,1,0
0,0,-0.05943152942,-0.4266964197,1,0
0,0,-0.1155323505,-0.5610082106,1,0
0,0,-0.174636996,-0.5910464556,1,0
0,0,-0.2607706473,-0.8613365131,0,0
0,0,-0.3059046726,-0.4513402529,0,0
0,0,-0.3137732579,-0.07868585266,1,0
0,0,-0.3580973317,-0.4432407381,0,0
0,0,-0.3802671355,-0.2216980382,2,0
0,0,-0.5364591187,-1.561919831,0,0
0,0,-0.6948392605,-1.583801419,1,0
0,0,-0.9604315745,-2.655923139,1,0
0,0,-1.342935358,-3.825037838,2,-1
1,1,-1.879748389,-5.368130307
0,0,0,0,1,0
0,0,0.00638049172,0.0638049172,0,0
